"key","en","es","nl","fr"
nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
nav_garage,"Garage & Gate","Garaje y verja","Garage &amp; Poort","Garage et portail"
nav_home,"Home","Inicio","Start","Accueil"
nav_insurance,"Insurance","Seguro","Verzekering","Assurance"
nav_internet,"Internet","Internet","Internet","Internet"
nav_keys,"Keys & Access","Llaves técnicas","Technische sleutels","Clés techniques"
nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
nav_water,"Water","Agua","Water","Eau"
tech_freq_label,"Frequency:","","",""
tech_freq_text,"Operates on standard 433.92 MHz radio frequency.","","",""
tech_memory_label,"Memory Registration:","","",""
tech_memory_text,"Because of the rolling code protocol, remotes cannot simply be cloned over the air; they must be explicitly programmed into the central receiver's memory database.","","",""
tech_rolling_label,"Rolling Code Security:","","",""
tech_rolling_text,"Each button press generates a unique encrypted code using a rotating counter. This prevents code-grabbing and replay attacks.","","",""
tech_system_intro,"For a quick technical look at how the remotes and gate communicate:","Para obtener una breve descripción técnica de cómo se comunican los mandos a distancia y la barrera:","Hier volgt een kort technisch overzicht van hoe de afstandsbedieningen en de poort met elkaar communiceren:","Pour un aperçu technique rapide du fonctionnement de la communication entre les télécommandes et le portail :"
tech_system_title,"Technical Overview: Nice & Rolling Code System","Descripción técnica: Sistema «Nice &amp; Rolling Code»","Technisch overzicht: Nice &amp; Rolling Code-systeem","Présentation technique : Système « Nice &amp; Rolling Code »"
title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
water_announcements,"Official Outages and Emergency Repairs: Scheduled service interruptions and emergency repair notices are published directly on Galasa's dedicated supply updates webpage: <a href=""https://www.galasa.es/interrupciones-suministro"" target=""_blank"">www.galasa.es/interrupciones-suministro</a>","Cortes oficiales y reparaciones de emergencia: Las interrupciones programadas del servicio y los avisos de reparaciones de emergencia se publican directamente en la página web de Galasa dedicada a las actualizaciones sobre el suministro: <a href=""https://www.galasa.es/interrupciones-suministro"" target=""_blank"">www.galasa.es/interrupciones-suministro</a>","Officiële stroomonderbrekingen en noodreparaties: Aankondigingen van geplande stroomonderbrekingen en noodreparaties worden rechtstreeks gepubliceerd op de speciale webpagina van Galasa met updates over de stroomvoorziening: <a href=""https://www.galasa.es/interrupciones-suministro"" target=""_blank"">www.galasa.es/interrupciones-suministro</a>","Coupures de courant officielles et réparations d&#x27;urgence : les interruptions de service programmées et les avis de réparations d&#x27;urgence sont publiés directement sur la page Web dédiée aux mises à jour sur l&#x27;approvisionnement de Galasa : <a href=""https://www.galasa.es/interrupciones-suministro"" target=""_blank"">www.galasa.es/interrupciones-suministro</a>"
water_boiler_danger,"DANGER - 230V Electrical Risk: The reset button is located adjacent to live electrical terminals. Never attempt to open this cover yourself. Always ensure a qualified person or certified electrician carries out this check. If you encounter issues, contact our local plumber via WhatsApp (Spanish/English) on +34 666 70 19 80 (closed at weekends).","PELIGRO - Riesgo Eléctrico de 230V: El botón de rearme se encuentra junto a terminales eléctricos con corriente. Nunca intente abrir esta tapa usted mismo. Asegúrese de que una persona cualificada o un electricista certificado se encargue de ello. En caso de problemas, contacte con nuestro fontanero local por WhatsApp (español/inglés) al +34 666 70 19 80 (cerrado los fines de semana).","GEVAAR - Elektrisch Risico van 230V: De resetknop bevindt zich dicht bij stroomvoerende elektrische klemmen. Probeer dit deksel nooit zelf te openen. Laat dit steeds uitvoeren door een gekwalificeerd persoon of gecertificeerd elektricien. Contacteer bij problemen onze lokale loodgieter via WhatsApp (Spaans/Engels) op +34 666 70 19 80 (gesloten in het weekend).","DANGER - Risque Électrique de 230V : Le bouton de réarmement se trouve à proximité de bornes électriques sous tension. N'essayez jamais d'ouvrir ce cache vous-même. Veillez à confier cette intervention à une personne qualifiée ou à un électricien certifié. En cas de problème, contactez notre plombier local par WhatsApp (espagnol/anglais) au +34 666 70 19 80 (fermé le week-end)."
water_boiler_preventive,"Preventative Measure: To eliminate all risk, it is strongly advised to unplug or fully isolate the water heater from the electrical mains as soon as you notice a water cut.","Medida Preventiva: Para eliminar todo riesgo, se recomienda encarecidamente desenchufar o aislar completamente el termo de la red eléctrica tan pronto como note un corte de agua.","Preventieve Maatregel: Om elk risico te vermijden, wordt ten sterkste aanbevolen om de boiler onmiddellijk uit het stopcontact te trekken of volledig spanningsvrij te maken zodra u een wateronderbreking opmerkt.","Mesure Préventive : Pour éliminer tout risque, il est fortement recommandé de débrancher ou d'isoler complètement le chauffe-eau du réseau électrique dès que vous constatez une coupure d'eau."
water_boiler_reset,"Has your water heater stopped working? Do not replace it yet: If the immersion heater fails to heat up after the water is restored but shows no physical leaks, never agree to replace the entire unit straight away. In most cases, the thermal safety cut-out switch has tripped. There is a red safety reset button located behind the bottom access panel.","¿El termo dejó de funcionar? No lo reemplace todavía: Si el termo no calienta después de restablecerse el agua pero no presenta fugas físicas, nunca acepte reemplazar la unidad completa de inmediato. En la mayoría de los casos, se ha disparado el interruptor de seguridad térmica. Hay un botón rojo de rearme de seguridad situado detrás de la tapa inferior.","Werkt de boiler niet meer? Vervang hem nog niet: Als de boiler niet opwarmt nadat het water is teruggekeerd en er geen fysiek lek is, accepteer dan nooit om het volledige toestel onmiddellijk te vervangen. Meestal is de thermische veiligheidsschakelaar geactiveerd. Er bevindt zich een rode veiligheidsresetknop achter het onderstedeksel.","Le chauffe-eau ne fonctionne plus ? Ne le remplacez pas encore : Si le chauffe-eau ne chauffe plus après le rétablissement de l'eau mais ne présente pas de fuite physique, n'acceptez jamais de remplacer l'appareil complet immédiatement. Dans la plupart des cas, le disjoncteur de sécurité thermique s'est déclenché. Il y a un bouton de réarmement de sécurité rouge situé derrière le cache inférieur."
water_boiler_risk,"Never draw hot water during an outage: Using hot water while the mains supply is cut can drain your electric water cylinder. This can cause dry firing and critical overheating of the internal heating elements.","Nunca consuma agua caliente durante un corte: Usar agua caliente mientras el suministro principal está cortado puede vaciar su termo eléctrico. Esto puede provocar el encendido en seco y un sobrecalentamiento crítico de las resistencias internas.","Verbruik nooit warm water tijdens een onderbreking: Warm water gebruiken terwijl de hoofdtoevoer is afgesloten kan uw elektrische boiler leegmaken. Dit kan leiden tot droogkoken en een kritieke oververhitting van de interne weerstanden.","Ne consommez jamais d'eau chaude pendant une coupure : Utiliser de l'eau chaude pendant que l'alimentation principale est coupée peut vider votre chauffe-eau électrique. Cela peut provoquer un fonctionnement à sec et une surchauffe critique des résistances internes."
water_critical_warning,"CRITICAL WARNING FOR ELECTRIC WATER HEATERS (IMMERSION HEATERS / CYLINDERS):","ADVERTENCIA CRÍTICA PARA TERMOS ELÉCTRICOS (CALENTADORES DE AGUA):","KRITISCHE WAARSCHUWING VOOR ELEKTRISCHE BOILERS (WATERVERWARMERS):","AVERTISSEMENT CRITIQUE POUR LES CHAUFFE-EAU ÉLECTRIQUES (CUMULUS) :"
water_emergency_intro,"If you detect or suspect a water leak, immediately follow these instructions based on the location:","Si detecta o sospecha una fuga de agua, siga inmediatamente estas instrucciones según la ubicación:","Indien u een waterlek opmerkt of vermOedt, volg dan onmiddellijk deze instructies naargelang de locatie:","Si vous détectez ou suspectez une fuite d'eau, suivez immédiatement ces instructions selon l'emplacement :"
water_emergency_title,"Emergency Procedure: In the Event of a Water Leak","Procedimiento de Emergencia: En Caso de Fuga de Agua","Noodprocedure: In Geval van een Waterlek","Procédure d'Urgence : En Cas de Fuite d'Eau"
water_gallery_title,"Reference Photos of Equipment and Incidents","Fotos de Referencia de Equipos e Incidentes","Referentiefoto's van Apparatuur en Incidenten","Photos de Référence des Équipements et Incidents"
water_leak_apartment_text,"In the event of a leak inside an apartment, immediately isolate the water supply directly within the flat using the main internal stopcock (usually located inside the immersion heater/cylinder cupboard; see Photo 6). If that valve is inaccessible, stuck or does not resolve the leak, go to the main water cabinet at the entrance (see Photo 1), open the door using the key safe and shut off the individual isolation valve for your apartment labelled 1A to 4D (see Photo 4).","En caso de fuga dentro de un apartamento, aísle inmediatamente el suministro de agua directamente dentro de la vivienda usando la llave de paso interna principal (normalmente situada dentro del armario del termo; ver Foto 6). Si esa válvula es inaccesible, está atascada o no resuelve la fuga, acuda al armario principal de agua en la entrada (ver Foto 1), abra la puerta con la caja de llaves y cierre la llave de paso individual de su apartamento etiquetada de 1A a 4D (ver Foto 4).","Bij een lek binnenshuis sluit u de watertoevoer onmiddellijk af via de hoofdkraan in de woning (meestal in de kast van de boiler; zie Foto 6). Indien die kraan niet bereikbaar of defect is, ga dan naar de hoofdwaterkast aan de ingang (zie Foto 1), open de deur met de sleutelkluis en sluit de individuele kraan van uw appartement, aangeduid van 1A tot 4D (zie Foto 4).","En cas de fuite à l'intérieur d'un appartement, coupez immédiatement l'alimentation en eau directement dans le logement à l'aide de la vanne d'arrêt intérieure principale (généralement située dans le placard du chauffe-eau ; voir Photo 6). Si cette vanne est inaccessible, bloquée ou ne résout pas la fuite, rendez-vous à l'armoire principale d'eau à l'entrée (voir Photo 1), ouvrez la porte à l'aide de la boîte à clés et fermez la vanne d'arrêt individuelle de votre appartement étiquetée de 1A à 4D (voir Photo 4)."
water_leak_apartment_title,"A) Leak INSIDE an Apartment","A) Fuga DENTRO de un Apartamento","A) Lek BINNEN een Appartement","A) Fuite À L'INTÉRIEUR d'un Appartement"
water_leak_general_text,"In the event of a major or general building leak requiring the main incoming supply to be isolated, go to the main water cabinet at the entrance (see Photo 2) and open the door using the key safe. Fully close the main blue isolation valve situated at the bottom left of the cabinet (circled in red on Photo 2; see also Photo 3).","En caso de una fuga mayor o general en el edificio que requiera aislar el suministro principal, acuda al armario principal de agua en la entrada (ver Foto 2) y abra la puerta con la caja de llaves. Cierre por completo la válvula de corte principal azul situada en la parte inferior izquierda del armario (marcada con un círculo rojo en la Foto 2; ver también Foto 3).","In geval van een groot of algemeen lek waarbij de hoofdtoevoer moet worden afgesloten, gaat u naar de hoofdwaterkast aan de ingang (zie Foto 2) en opent u de deur met de sleutelkluis. Sluit de blauwe hoofdafsluiter linksonder in de kast volledig (omcirkeld in het rood op Foto 2; zie tevens Foto 3).","En cas de fuite importante ou générale dans le bâtiment nécessitant d'isoler l'alimentation principale, rendez-vous à l'armoire principale d'eau à l'entrée (voir Photo 2) et ouvrez la porte avec la boîte à clés. Fermez complètement la vanne d'arrêt principale bleue située en bas à gauche de l'armoire (encerclée en rouge sur la Photo 2 ; voir aussi Photo 3)."
water_leak_general_title,"C) General Leak in the Building","C) Fuga General en el Edificio","C) Algemeen Lek in het Gebouw","C) Fuite Générale dans l'Immeuble"
water_leak_inside_text,"In the event of a leak in the internal communal areas of the building, go to the main water cabinet at the entrance and open the door using the key safe. Locate and close the isolation valve labelled '14 LOCAL' to cut off the supply to the common areas (see Photo 5). Note: If the leak affects the swimming pool, shut off the unlabelled pool supply valve situated on the bottom right of the cabinet (see Photo 7).","En caso de fuga en las zonas comunes internas del edificio, acuda al armario principal de agua en la entrada y abra la puerta con la caja de llaves. Localice y cierre la llave de paso etiquetada '14 LOCAL' para cortar el suministro de las zonas comunes (ver Foto 5). Nota: Si la fuga afecta a la piscina, cierre la válvula de suministro de la piscina no etiquetada situada en la parte inferior derecha del armario (ver Foto 7).","Bij een lek in de gemeenschappelijke ruimten gaat u naar de hoofdwaterkast aan de ingang en opent u de deur met de sleutelkluis. Zoek en sluit de kraan gelabeld '14 LOCAL' om de toevoer naar de gemeenschappelijke delen af te sluiten (zie Foto 5). Opmerking: Indien het lek het zwembad betreft, sluit dan de niet-gelabelde watertoevoerkraan rechtsonder in de kast (zie Foto 7).","En cas de fuite dans les parties communes intérieures du bâtiment, rendez-vous à l'armoire principale d'eau à l'entrée et ouvrez la porte avec la boîte à clés. Repérez et fermez la vanne d'arrêt étiquetée '14 LOCAL' pour couper l'alimentation des parties communes (voir Photo 5). Remarque : Si la fuite concerne la piscine, fermez la vanne d'alimentation de la piscine non étiquetée située en bas à droite de l'armoire (voir Photo 7)."
water_leak_inside_title,"B) Leak INSIDE the Building Communal Areas","B) Fuga DENTRO de la Zona Común del Edificio","B) Lek BINNEN de Gemeenschappelijke Ruimte van het Gebouw","B) Fuite À L'INTÉRIEUR des Parties Communes de l'Immeuble"
water_leak_outside_text,"If you notice a water leak on the street, pavement or main utility pipe outside the perimeter of the development:","Si se observa una fuga de agua en la calle, acera o tubería principal fuera del perímetro del edificio:","Indien u een waterlek opmerkt op straat, het trottoir of de hoofdleiding buiten de perimeter van het gebouw:","Si vous observez une fuite d'eau dans la rue, sur le trottoir ou sur une canalisation principale en dehors du périmètre de la résidence :"
water_leak_outside_title,"D) Leak OUTSIDE the Building","D) Fuga FUERA del Edificio","D) Lek BUITEN het Gebouw","D) Fuite HORS de l'Immeuble"
water_loc,"External, entrance to the underground car park, left-hand cabinet","En el exterior, entrada al garaje subterráneo, armario izquierdo","Buiten, ingang van de ondergrondse garage, linker kast","À l'extérieur, entrée du garage souterrain, armoire de gauche"
water_meter_type,"All installed water meters are traditional analogue mechanical units with no remote or smart reading capability. Before issuing each bill, a Galasa technician physically visits the main water cabinet to take manual readings on site.","Todos los contadores de agua instalados son unidades mecánicas analógicas sin capacidad de lectura remota o inteligente. Antes de emitir cada factura, un técnico de Galasa acude físicamente al armario principal de agua para leer cada contador in situ.","Alle geïnstalleerde watermeters zijn analoge mechanische eenheden zonder slimme of op afstand afleesbare functies. Vóór het opmaken van elke factuur komt een technieker van Galasa fysiek ter plaatse in de hoofdwaterkast om elke meter te controleren.","Tous les compteurs d'eau installés sont des unités mécaniques analogiques sans capacité de lecture à distance ou intelligente. Avant l'émission de chaque facture, un technicien de Galasa se rend physiquement à l'armoire principale d'eau pour relever chaque compteur sur place."
water_meters_count,"15 meters in total (13 for individual apartments labelled 1A to 4D, 1 for the communal area labelled '14 LOCAL' and 1 for the swimming pool)","15 contadores en total (13 para apartamentos individuales etiquetados entre 1A y 4D, 1 para la zona común etiquetado '14 LOCAL' y 1 para la piscina)","15 meters in totaal (13 voor individuele appartementen gelabeld van 1A tot 4D, 1 voor de gemeenschappelijke ruimte gelabeld '14 LOCAL' en 1 voor het zwembad)","15 compteurs au total (13 pour les appartements individuels étiquetés de 1A à 4D, 1 pour la partie commune étiqueté '14 LOCAL' et 1 pour la piscine)"
water_outdoor_taps,"External taps: The 7 external garden taps across the development are strictly reserved for communal area cleaning and garden maintenance. Private use is strictly prohibited.","Grifos exteriores: Los 7 grifos exteriores del complejo están estrictamente reservados para la limpieza de zonas comunes y el mantenimiento del jardín. No está permitido el uso privado.","Buitenkransen: De 7 buitenkranen van het complex zijn strikt voorbehouden voor het schoonmaken van de gemeenschappelijke delen en het tuinonderhoud. Privégebruik is ten strengste verboden.","Robinets extérieurs : Les 7 robinets extérieurs de la résidence sont strictement réservés au nettoyage des parties communes et à l'entretien des jardins. L'usage privé est formellement interdit."
water_photo_1,"Location of the Main Water Cabinet (Underground Car Park Entrance, Left-Hand Side)","Ubicación del Armario Principal de Agua (Entrada al Garaje Subterráneo, Lado Izquierdo)","Locatie van de Hoofdwaterkast (Ingang Ondergrondse Garage, Linkerkant)","Emplacement de l'Armoire Principale d'Eau (Entrée du Garage Souterrain, Côté Gauche)"
water_photo_2,"Interior of the Entrance Cabinet – Main Valve System","Interior del Armario en la Entrada – Sistema de Válvula Principal","Binnenkant van de Kast aan de Ingang – Hoofdkraansysteem","Intérieur de l'Armoire à l'Entrée – Système de Vanne Principale"
water_photo_3,"Main Blue Isolation Valve – Shut-off for General Building Leaks","Válvula Azul Principal – Corte para Fugas Generales del Edificio","Blauwe Hoofdkraan – Afsluiting voor Algemene Gebouwelekkages","Vanne Bleue Principale – Coupure pour Fuites Générales de l'Immeuble"
water_photo_4,"Water Meters and Individual Stopcocks (Labelled 1A to 4D)","Contadores de Agua y Llaves de Paso Individuales (Etiquetados de 1A a 4D)","Watermeters en Individuele Afsluiters (Gelabeld van 1A tot 4D)","Compteurs d'Eau et Vannes d'Arrêt Individuelles (Étiquetés de 1A à 4D)"
water_photo_5,"Communal Area Water Meter and Stopcock (Labelled '14 LOCAL')","Contador de Agua y Llave de Paso de Zona Común (Etiquetado '14 LOCAL')","Watermeter en Afsluiter voor Gemeenschappelijke Ruimte (Gelabeld '14 LOCAL')","Compteur d'Eau et Vanne d'Arrêt des Parties Communes (Étiqueté '14 LOCAL')"
water_photo_6,"Apartment Main Water Isolation Valve (Inside the Water Heater Cupboard)","Llave de Paso Principal de Agua del Apartamento (Dentro del Armario del Termo)","Hoofdkraan van het Appartement (In de Boilerkast)","Vanne d'Arrêt Principale de l'Appartement (À l'intérieur du Placard du Chauffe-eau)"
water_photo_7,"Swimming Pool Supply Valve and Tap (Unlabelled valve bottom right)","Válvula de Suministro y Grifo de la Piscina (Válvula Sin Etiquetar Abajo a la Derecha)","Toevoerkraan en Kraan van het Zwembad (Niet-gelabelde kraan rechtsonder)","Vanne d'Alimentation et Robinet de la Piscine (Vanne non étiquetée en bas à droite)"
water_photo_lbl_1,"Photo 1:","Foto 1:","Foto 1:","Photo 1 :"
water_photo_lbl_2,"Photo 2:","Foto 2:","Foto 2:","Photo 2 :"
water_photo_lbl_3,"Photo 3:","Foto 3:","Foto 3:","Photo 3 :"
water_photo_lbl_4,"Photo 4:","Foto 4:","Foto 4:","Photo 4 :"
water_photo_lbl_5,"Photo 5:","Foto 5:","Foto 5:","Photo 5 :"
water_photo_lbl_6,"Photo 6:","Foto 6:","Foto 6:","Photo 6 :"
water_photo_lbl_7,"Photo 7:","Foto 7:","Foto 7:","Photo 7 :"
water_plumber_hours,"Closed at weekends","Cerrado los fines de semana","Gesloten in het weekend","Fermé le week-end"
water_plumber_section_title,"Local Plumber","Fontanero Local","Lokale Loodgieter","Plombier Local"
water_pressure,"Located next to the meter bank","Ubicado junto al grupo de contadores","Gelegen naast de meterbatterij","Situé à côté de la batterie de compteurs"
water_provider_title,"Supplier Details","Detalles del Proveedor","Gegevens Leverancier","Détails du Fournisseur"
water_shutdown_intro,"Due to the age of the local water supply infrastructure in Palomares, temporary supply interruptions occur frequently. These outages can last anywhere from 1 to 12 hours. In most cases, you simply need to wait for the utility supply to be restored.","Debido a la antigüedad de la infraestructura de suministro de agua en Palomares, se producen cortes temporales con frecuencia. Las interrupciones pueden durar entre 1 y 12 horas. En la mayoría de los casos, simplemente hay que esperar a que se restablezca el suministro.","Door de verouderde watertoevoerinfrastructuur in Palomares komen tijdelijke onderbrekingen regelmatig voor. Deze kunnen 1 tot 12 uur duren. Meestal volstaat het om te wachten tot de dienstverlening wordt hersteld.","En raison de la vétusté de l'infrastructure de distribution d'eau à Palomares, des coupures temporaires se produisent fréquemment. Les interruptions peuvent durer de 1 à 12 heures. Dans la plupart des cas, il suffit d'attendre le rétablissement du service."
water_shutdown_title,"Procedure in the Event of a Mains Water Interruption (Water Cut)","Procedimiento en Caso de Corte General de Agua (Cortes de Agua)","Procedure bij een Algemene Wateronderbreking (Watercut)","Procédure en Cas de Coupure Générale d'Eau"
water_specs_title,"General Information","Información General","Algemene Informatie","Informations Générales"
water_step_outside,"Do not attempt to tamper with internal valves. Report the incident immediately to the Galasa emergency helpline on +34 950 39 12 00 and notify the property management team.","No intente manipular las válvulas internas. Informe inmediatamente del incidente a la línea de emergencia de Galasa al +34 950 39 12 00 y notifique a la administración del edificio.","Probeer de interne kranen niet te manipuleren. Meld het incident onmiddellijk aan de noodlijn van Galasa op +34 950 39 12 00 en verwittig het gebouwbeheer.","N'essayez pas de manipuler les vannes intérieures. Signalez immédiatement l'incident au service d'urgence de Galasa au +34 950 39 12 00 et prévenez l'administration de l'immeuble."
water_text,"Details concerning the water supply, main isolation valves, meters and emergency procedures.","Detalles sobre el suministro de agua, válvulas principales, contadores y procedimientos de emergencia.","Details over de watertoevoer, hoofdkranen, meters en noodprocedures.","Détails concernant l'alimentation en eau, les vannes principales, les compteurs et les procédures d'urgence."
water_title,"Water","Agua","Water","Eau"
water_valve,"Bottom left inside the water cabinet","Abajo a la izquierda dentro del armario de agua","Linksonder in de waterkast","En bas à gauche à l'intérieur de l'armoire d'eau"
welcome_sub,"Select a section to access information and documents.","Seleccione una sección para acceder a la información y documentos.","Selecteer een rubriek om de informatie en documenten te raadplegen.","Sélectionnez une section pour accéder aux informations et aux documents."
welcome_title,"Building Information Portal","Portal de Información del Edificio","Informatieportaal van het Gebouw","Portail d'Information de la Résidence"
