"key","en","es","nl","fr"
elevator:elevator_sec2_item3,"Mechanical safety: Fortunately, the elevator is doubly protected. As soon as the door senses physical resistance (for example, when bumping into your shoulder or a bag), the motor registers this resistance and will immediately reopen the door.","Seguridad mecánica: Afortunadamente, el ascensor cuenta con una doble protección. En cuanto la puerta detecta resistencia física (por ejemplo, al chocar contra tu hombro o una bolsa), el motor registra esta resistencia y la puerta se volverá a abrir inmediatamente.","Mechanische beveiliging: Gelukkig is de lift dubbel beveiligd. Zodra de deur fysieke weerstand voelt (bijvoorbeeld omdat hij tegen je schouder of een tas botst), registreert de motor deze weerstand en zal de deur direct weer openen.","Sécurité mécanique : Heureusement, l'ascenseur bénéficie d'une double protection. Dès que la porte rencontre une résistance physique (par exemple en touchant votre épaule ou un sac), le moteur enregistre cette résistance et réouvre immédiatement la porte."
elevator:elevator_sec2_slow_text,"If you intentionally or accidentally block the doors multiple times in a row using physical resistance, the elevator enters a safety mode. The elevator then ""thinks"" that the sensor is defective or that vandalism is involved. To prevent damage to the doors and the motor, the elevator will close the doors in ""slow-motion"" (with greatly reduced speed and force) on the next cycle. This completely matches your observation! After a successful closing, the system usually resets itself for the next ride.","Si bloqueas las puertas de forma deliberada o accidental varias veces seguidas mediante resistencia física, el ascensor entra en un modo de seguridad. El sistema ""piensa"" entonces que el sensor está defectuoso o que se trata de un acto de vandalismo. Para evitar daños en las puertas y en el motor, la siguiente vez el ascensor cerrará la puerta en ""slow-motion"" (a una velocidad y fuerza muy reducidas). ¡Esto coincide totalmente con tu observación! Tras un cierre con éxito, el sistema suele reiniciarse para el siguiente viaje.","Als je de deuren moedwillig of per ongeluk meerdere keren achter elkaar blokkeert via deze fysieke weerstand, gaat de lift over in een veiligheidsmodus. De lift 'denkt' dan dat de sensor defect is of dat er vandalisme in het spel is. Om schade aan de deuren en de motor te voorkomen, zal de lift de deur de volgende keer in ""slow-motion"" (met sterk gereduceerde snelheid en kracht) sluiten. Dit klopt dus helemaal met je observatie! Na een succesvolle sluiting reset het systeem zich meestal weer voor de volgende rit.","Si vous bloquez volontairement ou accidentellement les portes plusieurs fois d'affilée en créant une résistance physique, l'ascenseur passe en mode de sécurité. Le système « pense » alors que le capteur est défectueux ou qu'il s'agit d'un acte de vandalisme. Afin d'éviter d'endommager les portes et le moteur, l'ascenseur fermera la porte au cycle suivant en « slow-motion » (à vitesse et force très réduites). Cela correspond tout à fait à votre observation ! Après une fermeture réussie, le système se réinitialise généralement pour le trajet suivant."
elevator:elevator_sec2_slow_title,"Please Note: The ""Slow-Motion"" Mode","Nota importante: El modo ""Slow-Motion"" (Movimiento lento)","Let op: De ""Slow-Motion"" Modus","Attention : Le mode « Slow-Motion » (Mouvement lent)"
elevator:elevator_sec2_title,"2. Door Operation: Why Doesn't the Elevator ""See"" My Shopping Bag?","2. Funcionamiento de las puertas: ¿Por qué el ascensor no ""ve"" mi bolsa de la compra?","2. Werking van de deuren: Waarom 'ziet' de lift mijn boodschappentas niet?","2. Fonctionnement des portes : Pourquoi l'ascenseur ne « voit-il » pas mon sac de courses ?"
elevator:elevator_sec3_intro,"For a better understanding of the installation, here are the main technical specifications of this Otis elevator:","Para comprender mejor la instalación, a continuación se presentan las principales especificaciones técnicas de este ascensor Otis:","Voor een beter begrip van de installatie volgen hier de belangrijkste technische specificaties van deze Otis-lift:","Pour mieux comprendre l'installation, voici les principales caractéristiques techniques de cet ascenseur Otis :"
elevator:elevator_sec3_item1,"Model & Capacity: This is an Otis installation from 2007. According to the specifications on the display (lift6.jpeg), the elevator has a maximum load capacity of 450 kg (equivalent to a maximum of 6 persons).","Modelo y Capacidad: Se trata de una instalación Otis de 2007. Según las especificaciones de la pantalla (lift6.jpeg), el ascensor tiene una capacidad de carga máxima de 450 kg (equivalente a un máximo de 6 personas).","Model & Capaciteit: Het betreft een Otis-installatie uit 2007. Volgens de specificaties op het display (lift6.jpeg) heeft de lift een maximaal draagvermogen van 450 kg (wat gelijk staat aan maximaal 6 personen).","Modèle & Capacité : Il s'agit d'une installation Otis de 2007. Selon les spécifications affichées sur l'écran (lift6.jpeg), la capacité maximale est de 450 kg (soit au maximum 6 personnes)."
elevator:elevator_sec3_item2,"Modernization (e-View): The elevator has been upgraded with an Otis e-View display. This system (lift6.jpeg) shows current news reports, date, and time, and also functions as a visual indicator for the emergency call system.","Modernización (e-View): El ascensor se ha actualizado con una pantalla Otis e-View. Este sistema (lift6.jpeg) muestra noticias de actualidad, fecha y hora, y también funciona como indicador visual para el sistema de llamada de emergencia.","Modernisering (e-View): De lift is geüpgraded met een Otis e-View display. Dit systeem (lift6.jpeg) toont actuele nieuwsberichten, de datum en tijd, en fungeert tevens als visuele indicator voor het noodoproepsysteem.","Modernisation (e-View) : L'ascenseur a été équipé d'un écran Otis e-View. Ce système (lift6.jpeg) affiche les actualités, la date et l'heure, et sert également d'indicateur visuel pour le système d'appel d'urgence."
elevator:elevator_sec3_item3,"Inspection & Maintenance: The elevator is officially maintained by Otis (24-hour emergency number: 924 92 50 24). The installation complies with the requirements of the Junta de Andalucía. As seen on the inspection sticker (lift1.jpeg), the last periodic inspection (by SGS) took place on March 12, 2026, with a favorable result (favorable). The next major inspection is scheduled for March 2027.","Inspección y Mantenimiento: El ascensor cuenta con el mantenimiento oficial de Otis (teléfono de emergencias 24h: 924 92 50 24). La instalación cumple con las exigencias de la Junta de Andalucía. Como se aprecia en la pegatina de inspección (lift1.jpeg), la última inspección periódica (realizada por SGS) tuvo lugar el 12 de marzo de 2026, con resultado favorable (favorable). La próxima gran inspección está programada para marzo de 2027.","Inspectie & Onderhoud: De lift wordt officieel onderhouden door Otis (24-uurs noodnummer: 924 92 50 24). De installatie voldoet aan de eisen van de Junta de Andalucía. Zoals te zien op de inspectiesticker (lift1.jpeg), vond de laatste periodieke inspectie (door SGS) plaats op 12 maart 2026, met een gunstig resultaat (favorable). De volgende grote keuring staat gepland voor maart 2027.","Inspection & Entretien : L'ascenseur est officiellement entretenu par Otis (numéro d'urgence 24h/24 : 924 92 50 24). L'installation est conforme aux exigences de la Junta de Andalucía. Comme l'indique l'autocollant d'inspection (lift1.jpeg), la dernière inspection périodique (réalisée par SGS) a eu lieu le 12 mars 2026, avec un résultat favorable (favorable). La prochaine grande inspection est prévue pour mars 2027."
elevator:elevator_sec3_item4,"Door Detection: Protected via a combination of a single IR photocell (lift2.jpeg and lift3.jpeg) and a torque/resistance sensor on the door motor, including ""Nudging"" (slow-motion) software as an anti-sabotage measure.","Detección de Puertas: Protegido mediante una combinación de fotocélula IR única (lift2.jpeg y lift3.jpeg) y un sensor de par/resistencia en el motor de la puerta, incluyendo software de ""Nudging"" (movimiento lento) como medida antisabotaje.","Deurdetectie: Beveiligd via een combinatie van een enkelvoudige IR-fotocel (lift2.jpeg en lift3.jpeg) en een koppel/weerstandssensor op de deurmotor inclusief 'Nudging' (slow-motion) software als anti-sabotage maatregel.","Détection des portes : Sécurisée par la combinaison d'une cellule photoélectrique IR unique (lift2.jpeg et lift3.jpeg) et d'un capteur de couple/résistance sur le moteur de porte, incluant un logiciel de « Nudging » (mouvement lent) comme mesure anti-sabotage."
elevator:elevator_sec3_title,"3. Technical Overview (For Enthusiasts)","3. Resumen Técnico (Para entusiastas)","3. Technisch Overzicht (Voor de liefhebber)","3. Aperçu technique (Pour les passionnés)"
elevator:elevator_title,"Elevator Usage & Safety (Otis, 2007)","Uso y Seguridad del Ascensor (Otis, 2007)","Gebruik en Veiligheid van de Lift (Otis, 2007)","Utilisation et Sécurité de l'Ascenseur (Otis, 2007)"
elevator:nav_about,"About","Acerca de","Over","À propos"
elevator:nav_contacts,"Contacts","Contactos","Contacten","Contacts"
elevator:nav_documents,"Documents","Documentos","Documenten","Documents"
elevator:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
elevator:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
elevator:nav_emergency,"Emergency","Emergencias","Noodgevallen","Urgences"
elevator:nav_garage,"Garage & Gate","Garaje y Portón","Garage & Poort","Garage & Portail"
elevator:nav_home,"Home","Inicio","Home","Accueil"
elevator:nav_insurance,"Insurance","Seguro","Verzekering","Assurance"
elevator:nav_internet,"Internet","Internet","Internet","Internet"
elevator:nav_keys,"Technical Room Keys","Llaves de Cuartos Técnicos","Sleutels Technische Ruimtes","Clés des locaux techniques"
elevator:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Entretien"
elevator:nav_water,"Water","Agua","Water","Eau"
elevator:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
emergency:emergency_061,"061: Ambulance / urgent medical care","061: Ambulancia / asistencia médica de urgencia","061: Ambulance / spoedeisende medische hulp","061 : Ambulance / soins médicaux d&#x27;urgence"
emergency:emergency_112,"112: General emergencies (police, fire, ambulance)","112: Emergencias generales (policía, bomberos, ambulancia)","112: Algemene noodsituaties (politie, brandweer, ambulance)","112 : Urgences générales (police, pompiers, ambulance)"
emergency:emergency_fire,"Bomberos Levante Almeriense (Vera): +34 950 39 00 81","Bomberos de Levante Almeriense (Vera): +34 950 39 00 81","Brandweer Levante Almeriense (Vera): +34 950 39 00 81","Pompiers de Levante Almeriense (Vera) : +34 950 39 00 81"
emergency:emergency_fire_title,"Fire Brigade","Cuerpo de Bomberos","Brandweer","Pompiers"
emergency:emergency_general_title,"General Emergencies","Emergencias generales","Algemene noodsituaties","Urgences générales"
emergency:emergency_guardia,"Guardia Civil (Vera): +34 950 39 00 56","Guardia Civil (Vera): +34 950 39 00 56","Guardia Civil (Vera): +34 950 39 00 56","Garde civile (Vera) : +34 950 39 00 56"
emergency:emergency_healthcenter,"Centro de Salud Vera: +34 950 45 85 00","Centro de Salud Vera: +34 950 45 85 00","Gezondheidscentrum Vera: +34 950 45 85 00","Centre de santé de Vera : +34 950 45 85 00"
emergency:emergency_hospital,"Hospital La Inmaculada (Huércal-Overa): +34 950 02 00 00","Hospital La Inmaculada (Huércal-Overa): +34 950 02 00 00","Ziekenhuis La Inmaculada (Huércal-Overa): +34 950 02 00 00","Hôpital La Inmaculada (Huércal-Overa) : +34 950 02 00 00"
emergency:emergency_medical_title,"Medical","Médico","Medisch","Médical"
emergency:emergency_police_local,"Policía Local (Cuevas del Almanzora): +34 950 45 80 81","Policía Local (Cuevas del Almanzora): +34 950 45 80 81","Gemeentepolitie (Cuevas del Almanzora): +34 950 45 80 81","Police municipale (Cuevas del Almanzora) : +34 950 45 80 81"
emergency:emergency_police_title,"Police","Policía","Politie","Police"
emergency:emergency_text,"Critical emergency contacts for Palomares, Vera, and surrounding areas.","Contactos de emergencia imprescindibles para Palomares, Vera y sus alrededores.","Belangrijke contactgegevens voor noodgevallen in Palomares, Vera en de omliggende gebieden.","Coordonnées des services d’urgence indispensables pour Palomares, Vera et les environs."
emergency:emergency_title,"Emergency Numbers","Números de emergencia","Noodnummers","Numéros d&#x27;urgence"
emergency:nav_about,"About","Acerca de","Over","À propos"
emergency:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
emergency:nav_documents,"Documents","Documentos","Documenten","Documents"
emergency:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
emergency:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
emergency:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
emergency:nav_garage,"Garage & Gate","Garaje y puerta","Garage &amp; Poort","Garage et portail"
emergency:nav_home,"Home","Inicio","Home","Accueil"
emergency:nav_insurance,"Insurance","Seguros","Verzekeringen","Assurance"
emergency:nav_internet,"Internet","Internet","Internet","Internet"
emergency:nav_keys,"Technical Room Keys","Claves técnicas de la sala","Sleutels voor technische ruimtes","Clés des locaux techniques"
emergency:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
emergency:nav_water,"Water","Agua","Water","Eau"
emergency:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
garage:fob_auth_address,"System Access: Contact Francisca to request access authorization and coordination for adding new transmitter codes.","Acceso al sistema: Ponte en contacto con Francisca para solicitar la autorización de acceso y coordinar la incorporación de nuevos códigos de transmisor.","Toegang tot het systeem: Neem contact op met Francisca om toestemming te vragen voor toegang en om de toevoeging van nieuwe zendercodes te regelen.","Accès au système : contactez Francisca pour demander une autorisation d&#x27;accès et coordonner l&#x27;ajout de nouveaux codes d&#x27;émetteurs."
garage:fob_auth_desc,"A newly purchased key fob will not operate the gate out of the box due to rolling-code security encryption. Every new transmitter must be digitally registered into the central receiver memory.","Un mando a distancia recién comprado no accionará la verja nada más sacarlo de la caja debido al cifrado de seguridad de código variable. Cada nuevo transmisor debe registrarse digitalmente en la memoria del receptor central.","Een nieuw aangeschafte afstandsbediening werkt niet direct uit de verpakking vanwege de beveiliging met een wisselende code. Elke nieuwe zender moet digitaal worden geregistreerd in het geheugen van de centrale ontvanger.","Un télécommande nouvellement achetée ne permettra pas d&#x27;actionner le portail dès sa sortie de l&#x27;emballage en raison du système de cryptage de sécurité à code tournant. Chaque nouvel émetteur doit être enregistré numériquement dans la mémoire du récepteur central."
garage:fob_auth_fee,"Administrative Fees: Consult building management regarding applicable registration or administrative processing fees.","Tasas administrativas: Consulta con la administración del edificio cuáles son las tasas de inscripción o de tramitación administrativa aplicables.","Administratiekosten: Neem contact op met het gebouwbeheer voor informatie over de geldende registratie- of administratieve verwerkingskosten.","Frais administratifs : veuillez vous renseigner auprès de la direction de l&#x27;immeuble sur les frais d&#x27;inscription ou de dossier applicables."
garage:fob_auth_heading,"Registering a New Key Fob","Cómo registrar un nuevo mando a distancia","Een nieuwe sleutelhanger registreren","Enregistrement d&#x27;un nouveau télécommande"
garage:fob_bat_step1,"Carefully pry open the plastic casing using a coin or small flathead precision tool along the side seam.","Abre con cuidado la carcasa de plástico utilizando una moneda o una pequeña herramienta de precisión de cabeza plana a lo largo de la junta lateral.","Wrik de plastic behuizing voorzichtig open met een muntstuk of een klein, plat precisiegereedschap langs de zijnaad.","Ouvrez délicatement le boîtier en plastique à l&#x27;aide d&#x27;une pièce de monnaie ou d&#x27;un petit outil de précision à tête plate, en suivant la jointure latérale."
garage:fob_bat_step2,"Remove the depleted coin cell battery (Type CR2032 for ERA INTI or Type CR2016 for Flor-S).","Retira la pila de botón agotada (tipo CR2032 para el ERA INTI o tipo CR2016 para el Flor-S).","Verwijder de lege knoopcelbatterij (type CR2032 voor ERA INTI of type CR2016 voor Flor-S).","Retirez la pile bouton déchargée (type CR2032 pour l&#x27;ERA INTI ou type CR2016 pour le Flor-S)."
garage:fob_bat_step3,"Insert a fresh 3V coin battery with the positive (+) terminal facing upward, then snap the casing halves firmly together.","Introduce una pila de botón nueva de 3 V con el polo positivo (+) hacia arriba y, a continuación, encaja firmemente las dos mitades de la carcasa.","Plaats een nieuwe 3V-knoopcelbatterij met de pluspool (+) naar boven gericht en klik de twee helften van de behuizing vervolgens stevig in elkaar.","Insérez une pile bouton neuve de 3 V en veillant à ce que la borne positive (+) soit orientée vers le haut, puis refermez fermement les deux moitiés du boîtier."
garage:fob_battery_desc,"If the transmitter LED appears dim or fails to illuminate upon button press, replace the internal coin cell battery:","Si el LED del transmisor se ve tenue o no se enciende al pulsar el botón, sustituye la pila de botón interna:","Als het LED-lampje van de zender vaag brandt of niet gaat branden wanneer u op de knop drukt, vervang dan de interne knoopcelbatterij:","Si la LED de l&#x27;émetteur semble faible ou ne s&#x27;allume pas lorsque vous appuyez sur le bouton, remplacez la pile bouton interne :"
garage:fob_battery_title,"Battery Replacement Procedure","Procedimiento de sustitución de la batería","Procedure voor het vervangen van de batterij","Procédure de remplacement de la batterie"
garage:fob_brand_generic,"Generic Transmitters: 433.92 MHz rolling-code remotes specified as Nice Flor-S compatible (Approx. €8 – €12).","Mandos genéricos: mandos a distancia de código variable de 433,92 MHz compatibles con Nice Flor-S (entre 8 y 12 € aproximadamente).","Standaardzenders: afstandsbedieningen met rolling code op 433,92 MHz, geschikt voor Nice Flor-S (ca. € 8 – € 12).","Émetteurs génériques : télécommandes à code tournant de 433,92 MHz, compatibles avec le système Nice Flor-S (environ 8 à 12 €)."
garage:fob_brand_nice,"Official Nice Transmitters: Nice ERA INTI (2-Channel) or Nice Flor-S (Approx. €18 – €25).","Transmisores oficiales de Nice: Nice ERA INTI (2 canales) o Nice Flor-S (entre 18 y 25 € aproximadamente).","Officiële Nice-zenders: Nice ERA INTI (2-kanaals) of Nice Flor-S (ca. € 18 – € 25).","Émetteurs Nice d&#x27;origine : Nice ERA INTI (2 canaux) ou Nice Flor-S (environ 18 à 25 €)."
garage:fob_buy_desc,"Compatible replacement key fobs can be purchased directly from online retailers (e.g., Amazon):","Los mandos a distancia de repuesto compatibles se pueden adquirir directamente en tiendas online (por ejemplo, Amazon):","Compatibele vervangende afstandsbedieningen zijn rechtstreeks verkrijgbaar bij online winkels (bijvoorbeeld Amazon):","Il est possible d&#x27;acheter des télécommandes de remplacement compatibles directement auprès de sites de vente en ligne (par exemple, Amazon) :"
garage:fob_buy_heading,"Purchasing Replacement Transmitters","Compra de transmisores de recambio","Vervangende zenders aanschaffen","Achat d&#x27;émetteurs de rechange"
garage:fob_how_it_works_desc,"The central receiver extracts the transmitter's unique factory digital ID and writes it directly into the memory register of the Mirador del Mar gate receiver, enabling instantaneous recognition.","El receptor central extrae el identificador digital único de fábrica del transmisor y lo graba directamente en el registro de memoria del receptor de la verja del Mirador del Mar, lo que permite un reconocimiento instantáneo.","De centrale ontvanger haalt het unieke, in de fabriek ingestelde digitale identificatienummer van de zender op en schrijft dit rechtstreeks in het geheugenregister van de poortontvanger van Mirador del Mar, waardoor onmiddellijke herkenning mogelijk is.","Le récepteur central extrait l&#x27;identifiant numérique unique attribué en usine à l&#x27;émetteur et l&#x27;enregistre directement dans le registre mémoire du récepteur du portail « Mirador del Mar », ce qui permet une reconnaissance instantanée."
garage:fob_how_it_works_title,"Authorization Mechanics","Mecánica de la autorización","Werking van autorisatie","Mécanismes d&#x27;autorisation"
garage:fob_redlight_desc,"If the red LED lights up upon press but the gate remains stationary (even after installing a new battery), the transmitter has lost synchronization or its digital serial number was cleared from receiver memory. The key fob must be re-authorized.","Si el LED rojo se enciende al pulsar el botón, pero la puerta permanece inmóvil (incluso después de instalar una pila nueva), significa que el transmisor ha perdido la sincronización o que su número de serie digital se ha borrado de la memoria del receptor. Es necesario volver a autorizar el mando a distancia.","Als het rode lampje gaat branden wanneer u op de knop drukt, maar de poort blijft stilstaan (zelfs na het plaatsen van een nieuwe batterij), dan is de zender niet meer gesynchroniseerd of is het digitale serienummer uit het geheugen van de ontvanger gewist. De afstandsbediening moet opnieuw worden geautoriseerd.","Si la LED rouge s&#x27;allume lorsque vous appuyez sur le bouton mais que le portillon reste immobile (même après avoir installé une nouvelle pile), cela signifie que l&#x27;émetteur a perdu sa synchronisation ou que son numéro de série numérique a été effacé de la mémoire du récepteur. Il faut alors réautoriser la télécommande."
garage:fob_redlight_title,"Red LED flashes, but the gate does not respond?","¿El LED rojo parpadea, pero la barrera no responde?","De rode LED knippert, maar de poort reageert niet?","La LED rouge clignote, mais le portail ne réagit pas ?"
garage:fob_replace_title,"Ordering & Authorization Procedure","Procedimiento de pedido y autorización","Bestel- en autorisatieprocedure","Procédure de commande et d&#x27;autorisation"
garage:fob_title,"3. Key Fobs, Maintenance & Authorization","3. Mandos a distancia, mantenimiento y autorización","3. Sleutelhangers, onderhoud en autorisatie","3. Télécommandes, maintenance et autorisation"
garage:fob_trouble_title,"Troubleshooting Signal Issues","Solución de problemas relacionados con la señal","Problemen met het signaal oplossen","Dépannage des problèmes de signal"
garage:fob_type_1_desc,"Nice Flor-S: Classic rectangular dark blue or black transmitter with 2 control buttons.","Nice Flor-S: Transmisor clásico rectangular de color azul oscuro o negro con 2 botones de control.","Mooie Flor-S: Klassieke rechthoekige donkerblauwe of zwarte zender met 2 bedieningsknoppen.","Nice Flor-S : Émetteur rectangulaire classique, bleu foncé ou noir, doté de 2 boutons de commande."
garage:fob_type_2_desc,"Nice ERA INTI: Modern compact square transmitter.","Bonito ERA INTI: transmisor cuadrado moderno y compacto.","Mooie ERA INTI: moderne, compacte vierkante zender.","Joli ERA INTI : émetteur carré compact et moderne."
garage:fob_types_desc,"The complex gate system is compatible with two official Nice radio transmitter models:","El complejo sistema de puertas es compatible con dos modelos oficiales de transmisores de radio de Nice:","Het complexe poortsysteem is compatibel met twee officiële modellen van Nice-radiografische zenders:","Ce système de portail sophistiqué est compatible avec deux modèles officiels d&#x27;émetteurs radio Nice :"
garage:fob_types_title,"Official Key Fob Models","Modelos oficiales de mandos a distancia","Officiële modellen van sleutelhangers","Modèles officiels de porte-clés"
garage:garage_gallery_title,"Visual Component Reference","Referencia de componentes visuales","Referentie voor visuele componenten","Référence des composants visuels"
garage:garage_manual_intro,"In the event of a power outage, electrical fault, or system maintenance, follow these exact procedure steps to operate the garage gate manually:","En caso de corte de corriente, avería eléctrica o mantenimiento del sistema, sigue estos pasos exactamente para accionar la puerta del garaje manualmente:","In geval van een stroomstoring, een elektrische storing of systeemonderhoud volgt u deze stappen nauwkeurig om de garagedeur handmatig te bedienen:","En cas de coupure de courant, de panne électrique ou d&#x27;intervention de maintenance sur le système, suivez scrupuleusement les étapes suivantes pour actionner manuellement la porte de garage :"
garage:garage_manual_title,"2. Emergency Manual Override Instructions","2. Instrucciones para el control manual de emergencia","2. Instructies voor handmatige noodbediening","2. Instructions relatives à la commande manuelle d&#x27;urgence"
garage:garage_page_subtitle,"Nice Spin motor operation, emergency manual override, visual guide, and key fob programming.","Funcionamiento del motor «Nice Spin», control manual de emergencia, guía visual y programación del mando a distancia.","Soepele werking van de Spin-motor, handmatige noodbediening, visuele begeleiding en programmering van de afstandsbediening.","Fonctionnement du moteur « Nice Spin », commande manuelle d&#x27;urgence, guide visuel et programmation du télécommande."
garage:garage_page_title,"Garage & Gate Access","Acceso al garaje y a la verja","Toegang tot garage en poort","Accès au garage et au portail"
garage:garage_photo_1_desc,"Frame & Manual Lock Bolt: Inside frame showing the manual slide bolt (top) and steel lifting handle (lower section).","Marco y cerrojo manual: Interior del marco, en el que se aprecia el cerrojo deslizante manual (parte superior) y la manilla de acero para levantar (parte inferior).","Kozijn en handbediende grendel: Binnenkant van het kozijn met de handbediende schuifgrendel (boven) en de stalen tilgreep (onder).","Cadre et verrou manuel : intérieur du cadre montrant le verrou coulissant manuel (en haut) et la poignée de levage en acier (en bas)."
garage:garage_photo_1_lbl,"Photo 1:","Foto 1:","Foto 1:","Photo 1 :"
garage:garage_photo_2_desc,"Carriage & Release Cord: Overhead track showing the drive carriage, towing arm, and black pull-cord release toggle.","Carro y cordón de liberación: Carril aéreo en el que se aprecian el carro de accionamiento, el brazo de remolque y la palanca de liberación con cordón negro.","Wagen en ontgrendelingskoord: Bovenrail met daarop de aandrijfwagen, de trekarm en de zwarte ontgrendelingshendel met trekkoord.","Chariot et cordon de déverrouillage : rail aérien montrant le chariot d&#x27;entraînement, le bras de remorquage et le levier de déverrouillage à cordon noir."
garage:garage_photo_2_lbl,"Photo 2:","Foto 2:","Foto 2:","Photo 2 :"
garage:garage_photo_3_desc,"Overhead Motor Unit: Nice Spin motor assembly mounted on the ceiling directly above the driveway entrance.","Unidad motriz suspendida: Conjunto de motor «Nice Spin» instalado en el techo, justo encima de la entrada del garaje.","Bovenliggende motoreenheid: Een ‘Nice Spin’-motoreenheid die aan het plafond is bevestigd, direct boven de oprit.","Moteur suspendu : ensemble moteur « Nice Spin » fixé au plafond, juste au-dessus de l&#x27;entrée de l&#x27;allée."
garage:garage_photo_3_lbl,"Photo 3:","Foto 3:","Foto 3:","Photo 3 :"
garage:garage_step1_text,"Inspect the internal frame of the door panel (see Photo 1). Ensure the manual steel slide bolt is fully retracted (unlocked). If engaged into the track, the gate frame remains mechanically locked in place.","Inspecciona el marco interno del panel de la puerta (véase la foto 1). Asegúrate de que el pestillo deslizante manual de acero esté completamente retraído (desbloqueado). Si está enganchado en la guía, el marco de la puerta permanece bloqueado mecánicamente en su sitio.","Controleer het binnenframe van het deurpaneel (zie foto 1). Zorg ervoor dat de handbediende stalen schuifgrendel volledig is ingetrokken (ontgrendeld). Als deze in de geleider zit, blijft het poortframe mechanisch vergrendeld.","Inspectez le cadre interne du panneau de porte (voir photo 1). Assurez-vous que le verrou coulissant manuel en acier est complètement rétracté (déverrouillé). S&#x27;il est engagé dans la glissière, le cadre du portail reste mécaniquement bloqué en place."
garage:garage_step1_title,"Step 1: Check the Frame Lock Bolt","Paso 1: Comprueba el perno de bloqueo del bastidor","Stap 1: Controleer de vergrendelingsbout van het frame","Étape 1 : Vérifiez le boulon de verrouillage du châssis"
garage:garage_step2_text,"Locate the black release ball hanging from the overhead carriage track (see Photo 2). Pull the release ball straight downward firmly until you hear a clear mechanical click, uncoupling the door carriage from the motor belt.","Localiza la bola de desbloqueo negra que cuelga del carril superior del carro (véase la foto 2). Tira de la bola de desbloqueo con firmeza hacia abajo hasta que oigas un clic mecánico claro, con lo que se desacoplará el carro de la puerta de la correa del motor.","Zoek de zwarte ontgrendelingskogel die aan de bovenrail hangt (zie foto 2). Trek de ontgrendelingskogel stevig recht naar beneden totdat u een duidelijke mechanische klik hoort; hierdoor wordt de deurwagen losgekoppeld van de motorriem.","Repérez la boule de déverrouillage noire suspendue au rail supérieur du chariot (voir photo 2). Tirez fermement la boule de déverrouillage vers le bas jusqu’à ce que vous entendiez un clic mécanique distinct, ce qui déconnectera le chariot de la porte de la courroie du moteur."
garage:garage_step2_title,"Step 2: Disengage the Motor Drive","Paso 2: Desacoplar el accionamiento del motor","Stap 2: Schakel de motoraandrijving uit","Étape 2 : Débrayer le moteur d&#x27;entraînement"
garage:garage_step3_text,"Grasp the central metal handle located on the lower door panel (see Photo 1) to manually lift or lower the gate along its vertical side tracks.","Sujete el tirador metálico central situado en el panel inferior de la puerta (véase la foto 1) para subir o bajar manualmente la puerta a lo largo de sus guías laterales verticales.","Pak de metalen handgreep in het midden van het onderste deurpaneel vast (zie foto 1) om het hek handmatig langs de verticale geleiderails omhoog of omlaag te bewegen.","Saisissez la poignée métallique centrale située sur le panneau inférieur de la porte (voir photo 1) pour relever ou abaisser manuellement le portillon le long de ses rails latéraux verticaux."
garage:garage_step3_title,"Step 3: Lift or Lower the Gate","Paso 3: Subir o bajar la verja","Stap 3: De poort omhoog of omlaag brengen","Étape 3 : Lever ou abaisser le portail"
garage:garage_step4_text,"When electrical power is restored, pull the release cord back toward the motor unit or actuate your key fob. The carriage will automatically latch back onto the drive belt during its next movement cycle.","Cuando se restablezca el suministro eléctrico, tire del cordón de liberación hacia la unidad del motor o accione el mando a distancia. El carro se acoplará automáticamente a la correa de transmisión durante su siguiente ciclo de movimiento.","Zodra de stroomvoorziening weer is hersteld, trekt u het ontgrendelingskoord terug in de richting van de motor of drukt u op de knop van uw afstandsbediening. De loopwagen zal tijdens de volgende bewegingscyclus automatisch weer op de aandrijfriem vastklikken.","Lorsque le courant revient, tirez la cordelette de déverrouillage vers le bloc moteur ou actionnez votre télécommande. Le chariot se réenclenchera automatiquement sur la courroie d&#x27;entraînement lors de son prochain cycle de mouvement."
garage:garage_step4_title,"Step 4: Re-engage Automatic Mode","Paso 4: Volver a activar el modo automático","Stap 4: De automatische modus opnieuw inschakelen","Étape 4 : Réactiver le mode automatique"
